descricao_transacao,valor_transacao,categoria
Pagamento - Shopee (pedido via app),1355.76,Compras
Transação - Hortifruti Sabor da Terra (unidade centro),257.43,Alimentação
Compra em Boteco da Esquina,1449.02,Lazer
Pagamento de salário - Dezembro,3833.53,Receitas
Compra em Neoenergia (compra do mês),5422.87,Moradia
Pagamento - Cartório Central (unidade próxima),377.18,Outros
PIX - recebimento,826.88,Receitas
Despesa - Subway (unidade centro),804.86,Alimentação
Débito - Condomínio Edifício Bela Vista (uso pessoal),1528.83,Moradia
Recebimento de aluguel de imóvel,810.35,Receitas
Serviço prestado - Assaí (loja shopping),251.28,Alimentação
Depósito de salário,3781.9,Receitas
PIX recebido de terceiro,737.29,Receitas
Salário mensal - Vendedor,3864.12,Receitas
Cobrança recorrente - TIM,72.74,Serviços
Pagamento de fatura - Pizzaria Forno a Lenha (uso pessoal),89.94,Alimentação
Serviço prestado - Copasa (compra à vista),5054.32,Moradia
Despesa - Decolar.com (unidade centro),705.01,Lazer
PLR - Participação nos Lucros,4345.09,Receitas
Transação - Kabum (unidade próxima),873.1,Compras
Compra em Udemy (compra à vista),1994.6,Educação
Restituição - Receita Federal,3038.91,Receitas
Consumo em Imposto de Renda - DARF (pedido via app),867.43,Impostos
Recebimento de aluguel de imóvel,3104.43,Receitas
Salário mensal - Vendedor,3773.31,Receitas
Serviço prestado - NuInvest - Aporte (compra à vista),743.8,Investimentos
Transação - IPTU (compra à vista),4813.54,Impostos
Recebimento de dividendos,6003.33,Receitas
Compra online - Americanas (unidade próxima),790.43,Compras
Pagamento - Studio de Manicure Nail Art (unidade centro),249.19,Serviços
Mensalidade - iCloud Armazenamento (renovação do plano),236.31,Serviços
Débito - Copasa (via cartão),4417.87,Moradia
Pagamento de salário - Maio,3794.8,Receitas
Pagamento de fatura - Comgás (pedido via app),933.07,Moradia
Depósito de salário,3904.71,Receitas
Pagamento - Papelaria Central (unidade próxima),1787.99,Educação
Pagamento de fatura - iFood (compra à vista),69.59,Alimentação
Pagamento de conta - BTG Pactual - Aporte (loja shopping),1300.16,Investimentos
Consumo em Clínica Odontológica Sorriso,433.18,Saúde
Débito - Neoenergia (via cartão),1904.47,Moradia
Pagamento - Sympla - Evento,833.64,Lazer
Transação - Taxa de Condomínio (pedido via app),4160.95,Moradia
Depósito de salário,3920.67,Receitas
Recebimento de freelance,5479.34,Receitas
Pagamento de fatura - Uber (loja shopping),55.3,Transporte
Compra em Correios (unidade centro),25.88,Serviços
Pagamento de conta - Borracharia Central (unidade centro),410.14,Transporte
Serviço prestado - Rappi (uso pessoal),205.32,Alimentação
Recebimento de aluguel de imóvel,2426.89,Receitas
Compra em Assaí (compra do mês),546.42,Alimentação
Serviço prestado - Centauro (loja shopping),706.6,Compras
Bônus anual da empresa,683.68,Receitas
Pagamento de conta - Claro Residencial (pedido via app),239.11,Moradia
Pagamento de fatura - Bar do Zé (unidade centro),340.93,Lazer
Pagamento de fatura - Restaurante Sabor Caseiro (uso pessoal),774.07,Alimentação
Serviço prestado - Consultório Dentário Dr. Souza (via cartão),1611.02,Saúde
Depósito de salário,3549.88,Receitas
Débito - Ingresso.com - Show (compra do mês),109.5,Lazer
Pagamento de salário - Outubro,3532.93,Receitas
Serviço prestado - Restaurante Self-Service (uso pessoal),110.95,Alimentação
Rendimento de investimento - Tesouro Direto,3013.35,Receitas
Pagamento de fatura - Ipiranga (loja shopping),405.67,Transporte
Compra em Boteco da Esquina,1102.29,Lazer
Pagamento de salário - Novembro,3572.48,Receitas
Transação - Burger King,486.51,Alimentação
Consumo em iFood (via cartão),236.43,Alimentação
Serviço prestado - IPVA,555.36,Impostos
Despesa - Pub Cervejaria Artesanal (unidade centro),491.2,Lazer
Consumo em Light (pedido via app),633.98,Moradia
Depósito de salário,3403.98,Receitas
Consumo em 99 (loja shopping),66.04,Transporte
Compra online - Centauro (parcelado em 4x),920.78,Compras
Restituição de Imposto de Renda,3183.29,Receitas
Compra online - Vivo Fibra (unidade próxima),5160.77,Moradia
Bônus anual da empresa,4337.58,Receitas
Compra em Coffee Lab (compra do mês),517.67,Alimentação
Depósito de salário,3262.07,Receitas
Transação - Riachuelo (pedido via app),1334.92,Compras
Serviço prestado - Borracharia Central,248.8,Transporte
Bonificação por desempenho,1240.7,Receitas
Consumo em Shopee (loja shopping),1991.26,Compras
Compra em Ultragaz (uso pessoal),2444.09,Moradia
Serviço prestado - Ultragaz (unidade próxima),1086.69,Moradia
Consumo em Papelaria Central (via cartão),493.5,Educação
Pagamento de conta - C&A (uso pessoal),1745.01,Compras
Transação - Restaurante Sabor Caseiro (unidade centro),211.54,Alimentação
Despesa - Starbucks (loja shopping),693.87,Alimentação
Pagamento de conta - Padaria Estrela (compra à vista),327.79,Alimentação
Serviço prestado - Centauro (unidade centro),545.86,Compras
Depósito de salário,3307.21,Receitas
Despesa - Padaria e Confeitaria Doce Vida (via cartão),243.84,Alimentação
Transação - Pague Menos (uso pessoal),1433.12,Saúde
Pagamento de fatura - Cedae,3308.38,Moradia
Recebimento de aluguel de imóvel,1937.64,Receitas
Compra em Kinoplex (compra do mês),1881.43,Lazer
Pagamento - Riachuelo (compra à vista),1534.12,Compras
Depósito de salário,11913.82,Receitas
Compra online - Ultragaz (unidade centro),77.73,Moradia
Compra online - Pague Menos (unidade próxima),1220.02,Saúde
Pagamento de fatura - Estapar Estacionamento (unidade próxima),76.06,Transporte
Despesa - Kabum (compra à vista),150.35,Compras
Despesa - 99,83.77,Transporte
Compra em Padaria Estrela (compra do mês),618.69,Alimentação
Serviço prestado - Metrô (uso pessoal),474.26,Transporte
Débito - Shopee (compra à vista),1416.48,Compras
Transação - Auto Center Roda Viva (pedido via app),389.11,Transporte
Depósito de salário,12178.74,Receitas
Transação - CPFL Energia (via cartão),1037.18,Moradia
Transação - Decolar.com (parcelado em 12x),512.46,Lazer
Transação - Hotmart - Curso Online (parcelado em 8x),945.22,Educação
Pagamento - Posto BR Mania (via cartão),139.45,Transporte
Pagamento - InDriver,26.98,Transporte
Compra em Telhanorte (unidade próxima),1182.18,Moradia
Débito - Renner (uso pessoal),1359.14,Compras
Rendimento de investimento - CDB,3637.98,Receitas
Rendimento de investimento - Tesouro Direto,3233.21,Receitas
Pagamento de conta - Uber (uso pessoal),39.32,Transporte
Pagamento de salário - Junho,11742.52,Receitas
Renovação de assinatura - Vivo (fatura do mês),75.58,Serviços
Consumo em Metrô (compra do mês),269.41,Transporte
Dividendos - Ações B3,4868.09,Receitas
Compra em Padaria Estrela (unidade próxima),873.66,Alimentação
Compra online - Telhanorte (pedido via app),5394.82,Moradia
Consumo em Hospital Veterinário Pet Care (unidade centro),267.49,Pets
Transação - Habib's (unidade próxima),807.86,Alimentação
Mensalidade - SulAmérica Saúde (plano mensal),1945.72,Saúde
Transação - Restaurante Self-Service (unidade próxima),343.13,Alimentação
Compra online - Auto Center Roda Viva,376.79,Transporte
Débito - Embasa (unidade próxima),5618.49,Moradia
Despesa - Neoenergia,2599.68,Moradia
Pagamento de conta - Uber (uso pessoal),55.08,Transporte
Cobrança recorrente - Disney+ (via cartão cadastrado),41.53,Lazer
Renovação de assinatura - Disney+ (cobrança automática),41.11,Lazer
Despesa - Cedae (loja shopping),3059.43,Moradia
Consumo em Renner (compra à vista),1121.78,Compras
Débito - Imobiliária Lopes - Aluguel (loja shopping),2176.51,Moradia
Compra online - Renner (uso pessoal),567.97,Compras
Pagamento de salário - Dezembro,5493.36,Receitas
Consumo em BTG Pactual - Aporte,3656.33,Investimentos
Serviço prestado - Presente Aniversário (via cartão),812.81,Outros
Despesa - Boteco da Esquina (compra do mês),873.14,Lazer
Consumo em Droga Raia (loja shopping),452.08,Saúde
Compra online - Restaurante Cantina Italiana (unidade centro),180.87,Alimentação
Transação - C&C Casa e Construção (compra à vista),4687.62,Moradia
Consumo em Clínica Vida Saudável (compra à vista),845.19,Saúde
Transação - Cartório Central (via cartão),272.67,Outros
Pagamento de fatura - Kinoplex (unidade centro),260.25,Lazer
Pagamento de salário - Março,5582.78,Receitas
Débito - Kinoplex (unidade centro),1022.75,Lazer
Compra em NuInvest - Aporte (uso pessoal),4383.22,Investimentos
Renovação de assinatura - Oi (fatura do mês),59.86,Serviços
Transação - Escola Municipal Monteiro Lobato (compra à vista),445.02,Educação
Mensalidade - Colégio Objetivo,2589.22,Educação
Restituição - Receita Federal,5712.88,Receitas
Pagamento de conta - Hospital Santa Casa (pedido via app),261.76,Saúde
Pagamento de fatura - CPFL Energia (via cartão),5051.72,Moradia
Débito - Pague Menos (unidade centro),858.82,Saúde
Pagamento - Light (unidade próxima),1130.07,Moradia
Transação - Uber (via cartão),88.17,Transporte
Aluguel recebido - imóvel próprio,3449.95,Receitas
Depósito de salário,5346.43,Receitas
Compra online - Decolar.com (uso pessoal),1219.5,Lazer
Consumo em Hospital Santa Casa (pedido via app),958.38,Saúde
Salário mensal - Jornalista,5847.97,Receitas
Pagamento de fatura - InDriver (uso pessoal),18.44,Transporte
Consumo em Americanas (compra à vista),793.08,Compras
Aluguel recebido - imóvel próprio,2571.05,Receitas
PIX - recebimento,1924.51,Receitas
Pagamento de conta - Udemy (pedido via app),1289.26,Educação
Renovação de assinatura - Netflix (plano mensal),52.19,Lazer
Consumo em Big Bompreço (uso pessoal),192.53,Alimentação
Salário mensal - Pedreiro,4214.63,Receitas
Pagamento de conta - Magazine Luiza (uso pessoal),1193.14,Compras
Débito automático - Bluefit,138.71,Saúde
Assinatura mensal - HBO Max (fatura do mês),34.01,Lazer
Pagamento de fatura - NuInvest - Aporte (via cartão),1790.98,Investimentos
Pagamento de conta - IPVA,1059.9,Impostos
Débito - VLT,335.72,Transporte
Compra em Sympla - Evento (unidade próxima),1373.17,Lazer
Depósito de salário,4252.09,Receitas
Depósito de salário,4350.54,Receitas
Rendimento de investimento - CDB,2064.02,Receitas
Compra online - UCI Cinemas (loja shopping),163.41,Lazer
Depósito de salário,4405.01,Receitas
Freelance - projeto 64,2854.33,Receitas
Débito automático - Claro (fatura do mês),97.7,Serviços
Compra online - Estacionamento Multipark (unidade próxima),62.45,Transporte
Débito - Booking.com (pedido via app),209.61,Lazer
Freelance - projeto 12,2891.02,Receitas
Pagamento - Condomínio Edifício Bela Vista (unidade centro),1816.63,Moradia
Serviço prestado - Clínica Odontológica Sorriso (via cartão),1742.3,Saúde
Pagamento de fatura - 99 (compra do mês),73.32,Transporte
Transação - Bob's (pedido via app),619.1,Alimentação
13º salário - primeira parcela,9891.45,Receitas
Pagamento - Oficina Mecânica Silva,320.58,Transporte
Pagamento de salário - Janeiro,4263.18,Receitas
Pagamento - NuInvest - Aporte (unidade próxima),555.12,Investimentos
Serviço prestado - BTG Pactual - Aporte (unidade centro),3786.88,Investimentos
Compra em Atacadão,604.69,Alimentação
Serviço prestado - Pub Cervejaria Artesanal (loja shopping),429.53,Lazer
Renovação de assinatura - Bradesco Saúde (renovação do plano),1516.07,Saúde
Débito - Livraria Saraiva (via cartão),436.75,Educação
PIX recebido de terceiro,604.32,Receitas
Pagamento - Habib's (loja shopping),774.44,Alimentação
Transação - Açougue Boi Gordo (uso pessoal),174.22,Alimentação
Pagamento de conta - Bar do Zé,1096.02,Lazer
Consumo em Cafeteria do Bairro,124.89,Alimentação
Despesa - Sympla - Evento (compra do mês),724.41,Lazer
Pagamento - Renner (compra à vista),529.93,Compras
Consumo em Ultragaz (uso pessoal),3983.33,Moradia
Serviço prestado - Estapar Estacionamento (uso pessoal),62.07,Transporte
Pagamento - Cafeteria do Bairro (uso pessoal),317.43,Alimentação
Serviço prestado - Açougue Boi Gordo (compra à vista),535.54,Alimentação
Débito - CDB Banco Inter (uso pessoal),2573.37,Investimentos
Pagamento de conta - Starbucks (loja shopping),333.72,Alimentação
Transação - C&C Casa e Construção,646.86,Moradia
Compra em Imobiliária Lopes - Aluguel (unidade centro),1112.38,Moradia
Transação - C&A (uso pessoal),86.96,Compras
Débito automático - Bio Ritmo (plano mensal),214.06,Saúde
Depósito de salário,4220.96,Receitas
Compra online - Padaria Pão Quente (via cartão),654.87,Alimentação
13º salário - segunda parcela,9961.26,Receitas
Consumo em Restaurante Prato Feito (compra do mês),184.83,Alimentação
Compra em Rappi (compra à vista),381.31,Alimentação
Bônus anual da empresa,755.11,Receitas
Consumo em Studio de Manicure Nail Art (uso pessoal),31.69,Serviços
Serviço prestado - Uber Eats (unidade centro),590.9,Alimentação
Recebimento por venda,2678.72,Receitas
Consumo em Hotmart - Curso Online (pedido via app),301.17,Educação
Despesa - Fast Shop (uso pessoal),1555.41,Compras
Transação - Rico Investimentos - Aporte (unidade próxima),1327.94,Investimentos
Rendimento de fundo de investimento,321.7,Receitas
Depósito de salário,21966.86,Receitas
Débito - AliExpress (compra do mês),114.15,Compras
Mensalidade - Unimed (cobrança automática),1346.49,Saúde
Débito automático - Netflix (cobrança automática),43.91,Lazer
Pagamento de conta - iFood,500.23,Alimentação
Compra online - Mercado Livre (unidade centro),1913.94,Compras
Transação - Telhanorte (unidade próxima),4389.72,Moradia
Depósito de salário,20926.87,Receitas
Compra online - Pizzaria Forno a Lenha (unidade centro),841.07,Alimentação
Débito - Zona Azul (pedido via app),170.54,Transporte
Despesa - Studio de Manicure Nail Art (via cartão),151.37,Serviços
Despesa - Tesouro Direto - Aplicação (via cartão),423.62,Investimentos
Débito - Zona Azul (loja shopping),364.45,Transporte
Consumo em Clínica Veterinária Vida Animal (unidade próxima),392.46,Pets
Salário mensal - Advogado,22203.11,Receitas
Débito - Oi Fibra,3389.48,Moradia
Débito automático - SulAmérica Saúde (renovação do plano),965.79,Saúde
Venda de produto usado,2687.26,Receitas
Despesa - Fast Shop (compra do mês),1371.98,Compras
Rendimento de investimento - CDB,2458.61,Receitas
Consumo em Restaurante Self-Service (via cartão),698.33,Alimentação
Serviço prestado - Leroy Merlin (compra do mês),945.45,Moradia
Despesa - Rappi (compra do mês),372.96,Alimentação
Transação - Rico Investimentos - Aporte,4643.72,Investimentos
Compra em Extra (pedido via app),479.57,Alimentação
Mensalidade - Smart Fit,119.91,Saúde
Serviço prestado - UCI Cinemas (uso pessoal),516.87,Lazer
Pagamento de salário - Junho,20977.6,Receitas
Serviço prestado - Supermercado São Vicente (unidade centro),421.55,Alimentação
Despesa - McDonald's (pedido via app),628.5,Alimentação
Despesa - Comgás,2805.63,Moradia
Despesa - CVC Viagens (pedido via app),227.75,Lazer
Mensalidade - Smart Fit (cobrança automática),97.03,Saúde
Débito - Casas Bahia (compra à vista),1480.77,Compras
Restituição - Receita Federal,979.08,Receitas
Pagamento de salário - Outubro,11326.05,Receitas
Serviço prestado - Correios (unidade centro),128.77,Serviços
Renovação de assinatura - Amil (cobrança automática),361.18,Saúde
Compra online - Pague Menos (pedido via app),1560.14,Saúde
Consumo em Taxa Bancária (unidade próxima),74.47,Outros
Compra online - Padaria Pão Quente (compra do mês),363.03,Alimentação
Restituição - Receita Federal,2142.29,Receitas
Compra em Imposto de Renda - DARF (pedido via app),1644.34,Impostos
Consumo em NuInvest - Aporte (pedido via app),4753.9,Investimentos
Renovação de assinatura - Colégio Objetivo,933.89,Educação
Salário mensal - Gerente Comercial,11786.85,Receitas
Pagamento de conta - VLT (loja shopping),468.71,Transporte
