usuario_id,idade,sexo,estado_civil,dependentes,cidade,estado,profissao,escolaridade,renda_mensal,outras_rendas,nivel_endividamento,score_credito,saldo_medio_conta,limite_cartao,frequencia_poupanca,percentual_renda_investida,tempo_emprego_anos,possui_financiamento,possui_imovel,possui_veiculo,perfil_financeiro
904,55,Feminino,Solteiro,1,Santos,SP,Veterinário,Superior,6046.71,0.0,38.8,578,1592.66,4580.19,Frequentemente,7.52,8.3,Não,Sim,Não,Em observação
905,49,Feminino,União Estável,1,Palmas,TO,Professor,Superior,5502.89,775.54,40.65,583,1856.43,6630.88,Frequentemente,1.66,14.5,Sim,Sim,Não,Em observação
906,37,Feminino,Divorciado,2,Belo Horizonte,MG,Veterinário,Superior,4583.22,0.0,81.45,508,111.73,2562.73,Nunca,2.2,0.6,Sim,Não,Não,Em risco
907,57,Feminino,Casado,2,Belém,PA,Desenvolvedor de Software,Médio,7238.34,0.0,93.06,398,813.55,1340.93,Raramente,1.01,26.4,Não,Não,Não,Em risco
908,63,Feminino,Viúvo,3,Maringá,PR,Contador,Superior,8639.05,0.0,0.44,766,18179.0,15761.63,Sempre,17.4,22.6,Não,Sim,Sim,Saudável
909,40,Outro,Casado,2,Florianópolis,SC,Advogado,Pós-graduação,13175.56,0.0,16.34,946,30471.53,36103.98,Frequentemente,23.88,22.0,Não,Sim,Não,Saudável
910,50,Feminino,União Estável,0,Niterói,RJ,Estudante,Médio,1412.0,0.0,29.91,480,642.52,909.56,Às vezes,3.73,26.6,Não,Não,Não,Em observação
911,40,Feminino,União Estável,0,Fortaleza,CE,Pedreiro,Fundamental,3394.07,0.0,25.0,531,1673.18,3769.43,Raramente,8.93,10.4,Não,Não,Não,Em observação
912,18,Feminino,Casado,0,Porto Alegre,RS,Jornalista,Médio,6819.65,0.0,17.88,938,4780.74,12803.82,Frequentemente,26.57,0.0,Sim,Sim,Não,Saudável
913,33,Feminino,Casado,1,Niterói,RJ,Advogado,Pós-graduação,15937.77,0.0,42.0,600,3233.93,21681.96,Frequentemente,8.18,10.9,Não,Sim,Sim,Em observação
914,41,Masculino,Divorciado,0,Manaus,AM,Empresário,Pós-graduação,14933.46,1331.53,41.35,617,3888.81,20469.08,Frequentemente,2.7,4.3,Sim,Sim,Não,Em observação
915,33,Feminino,Solteiro,0,Maceió,AL,Engenheiro de Produção,Fundamental,13050.04,0.0,40.93,561,3642.33,9916.36,Frequentemente,8.04,10.5,Não,Sim,Sim,Em observação
916,19,Masculino,Casado,0,João Pessoa,PB,Engenheiro de Produção,Superior,9233.75,627.11,29.92,698,5567.87,4984.41,Raramente,2.42,1.0,Sim,Não,Não,Em observação
917,44,Masculino,União Estável,4,Pelotas,RS,Vendedor,Médio,5013.65,1613.37,1.82,766,3079.75,13104.12,Sempre,16.31,17.2,Sim,Não,Não,Saudável
918,40,Feminino,Solteiro,1,Uberlândia,MG,Médico,Pós-graduação,13985.52,0.0,75.87,445,507.05,7210.97,Nunca,1.47,4.7,Sim,Sim,Não,Em risco
919,42,Feminino,Casado,0,Curitiba,PR,Professor,Superior,4435.23,0.0,75.14,326,729.1,1828.46,Nunca,0.18,7.0,Sim,Não,Sim,Em risco
920,55,Feminino,Casado,0,Florianópolis,SC,Analista Financeiro,Superior,9522.89,0.0,15.56,824,16801.83,29500.77,Às vezes,12.72,18.4,Não,Sim,Não,Saudável
921,23,Feminino,Solteiro,0,Vitória,ES,Motoboy,Fundamental,2271.05,0.0,90.66,382,160.38,1070.72,Às vezes,0.0,3.0,Sim,Não,Não,Em risco
922,50,Masculino,Solteiro,0,Blumenau,SC,Designer Gráfico,Médio,5687.58,0.0,38.87,572,2608.37,7274.23,Às vezes,8.0,13.3,Não,Não,Não,Em observação
923,27,Masculino,Solteiro,0,Manaus,AM,Analista de TI,Superior,7216.25,0.0,90.3,509,125.27,4106.81,Nunca,0.99,1.9,Sim,Não,Sim,Em risco
924,50,Masculino,Casado,2,Uberlândia,MG,Engenheiro de Produção,Médio,7758.64,0.0,59.74,319,-83.73,4925.22,Nunca,0.3,19.9,Não,Não,Não,Em risco
925,35,Feminino,Divorciado,0,Guarulhos,SP,Autônomo,Superior,8544.92,0.0,42.08,658,2009.7,10606.4,Nunca,8.37,3.1,Não,Não,Sim,Em observação
926,37,Feminino,Casado,0,Palmas,TO,Desenvolvedor de Software,Superior,11841.14,2607.8,6.65,755,28352.05,18453.47,Às vezes,11.24,8.5,Não,Sim,Sim,Saudável
927,18,Masculino,União Estável,0,Duque de Caxias,RJ,Pedreiro,Fundamental,4180.51,0.0,3.99,797,5417.67,5828.08,Frequentemente,13.17,0.0,Não,Não,Não,Saudável
928,50,Masculino,Casado,0,Belém,PA,Aposentado,Médio,3833.24,0.0,31.02,485,836.39,2407.69,Frequentemente,9.23,20.6,Sim,Não,Não,Em observação
929,24,Masculino,Casado,0,Joinville,SC,Corretor de Imóveis,Médio,6405.08,0.0,58.0,622,2561.1,7109.0,Às vezes,7.37,4.8,Sim,Sim,Não,Em observação
930,46,Feminino,Solteiro,1,São Paulo,SP,Enfermeiro,Superior,6343.79,1523.23,21.37,962,15163.22,7946.04,Frequentemente,10.86,15.8,Não,Não,Não,Saudável
931,27,Feminino,Casado,0,João Pessoa,PB,Motorista,Médio,4734.09,0.0,11.86,816,9503.43,10734.58,Sempre,22.5,0.0,Não,Não,Não,Saudável
932,49,Masculino,Casado,1,Belém,PA,Farmacêutico,Fundamental,6238.7,0.0,75.27,342,-26.87,4848.14,Raramente,0.0,20.6,Sim,Não,Sim,Em risco
933,61,Masculino,Casado,2,Duque de Caxias,RJ,Estudante,Médio,1412.0,0.0,75.58,386,25.02,254.64,Nunca,1.0,17.7,Sim,Não,Não,Em risco
934,55,Masculino,Casado,2,Salvador,BA,Farmacêutico,Superior,6847.94,994.6,51.83,605,2951.26,10946.52,Raramente,1.64,12.1,Não,Não,Sim,Em observação
935,39,Feminino,Solteiro,0,Belém,PA,Enfermeiro,Superior,4794.68,0.0,7.91,839,11471.23,9811.05,Sempre,23.51,12.6,Não,Não,Não,Saudável
936,18,Feminino,Casado,0,Porto Alegre,RS,Corretor de Imóveis,Superior,8536.23,1439.94,15.38,947,6550.89,16193.15,Sempre,20.35,0.0,Não,Não,Sim,Saudável
937,43,Masculino,Solteiro,0,São Paulo,SP,Recepcionista,Médio,2821.15,166.86,11.99,824,7533.16,8301.84,Frequentemente,18.38,0.2,Não,Sim,Sim,Saudável
938,30,Masculino,Casado,0,São Luís,MA,Recepcionista,Médio,1665.61,0.0,80.17,443,215.85,656.22,Raramente,1.0,8.1,Sim,Não,Não,Em risco
939,19,Feminino,Casado,1,Natal,RN,Professor,Fundamental,6410.67,0.0,20.07,748,8036.42,15093.31,Frequentemente,15.11,1.0,Não,Sim,Não,Saudável
940,44,Masculino,Casado,1,Caxias do Sul,RS,Aposentado,Superior,4667.6,0.0,34.75,684,662.51,7061.34,Frequentemente,7.52,13.0,Não,Não,Sim,Em observação
941,48,Masculino,União Estável,0,Santos,SP,Médico,Fundamental,24024.31,0.0,11.9,783,31019.43,46809.58,Frequentemente,10.0,22.8,Não,Sim,Sim,Saudável
942,67,Feminino,Solteiro,1,Goiânia,GO,Gerente Comercial,Superior,13834.68,0.0,49.35,590,5534.02,19594.81,Às vezes,8.56,31.7,Não,Não,Não,Em observação
943,39,Masculino,Solteiro,2,Belo Horizonte,MG,Médico,Fundamental,17878.65,2235.82,26.46,516,6442.48,22350.02,Às vezes,7.34,19.8,Sim,Sim,Sim,Em observação
944,39,Masculino,Solteiro,1,Uberlândia,MG,Recepcionista,Médio,1752.72,0.0,59.26,420,287.44,1360.44,Raramente,2.03,6.0,Não,Não,Não,Em risco
945,18,Feminino,Casado,0,Vila Velha,ES,Eletricista,Médio,5258.64,0.0,6.56,1000,7352.65,12758.59,Sempre,18.99,0.0,Não,Sim,Não,Saudável
946,26,Feminino,Solteiro,0,Goiânia,GO,Farmacêutico,Superior,6087.92,1952.07,20.77,996,14743.96,16943.18,Sempre,22.27,4.0,Não,Não,Não,Saudável
947,40,Masculino,União Estável,1,Manaus,AM,Aposentado,Médio,5721.53,307.0,8.59,787,10001.92,16219.94,Frequentemente,18.91,4.7,Não,Sim,Não,Saudável
948,39,Feminino,Solteiro,1,Joinville,SC,Gerente Comercial,Superior,8844.15,0.0,65.86,403,1411.75,5798.41,Nunca,0.45,4.7,Sim,Não,Não,Em risco
949,41,Masculino,Casado,2,Curitiba,PR,Médico,Pós-graduação,19483.14,0.0,78.76,330,857.07,15156.72,Nunca,1.75,15.0,Não,Não,Não,Em risco
950,32,Feminino,Solteiro,1,Curitiba,PR,Médico,Pós-graduação,20423.77,0.0,25.0,658,5379.6,15013.38,Às vezes,7.46,13.5,Não,Sim,Não,Em observação
951,65,Feminino,Casado,0,São Luís,MA,Recepcionista,Médio,2291.94,0.0,43.64,672,1166.78,2635.96,Às vezes,6.05,34.0,Sim,Não,Sim,Em observação
952,44,Masculino,Solteiro,2,Brasília,DF,Eletricista,Médio,4709.28,0.0,27.8,557,1408.69,7200.11,Frequentemente,6.6,4.2,Sim,Não,Sim,Em observação
953,31,Masculino,Solteiro,4,Uberlândia,MG,Estudante,Fundamental,1794.14,0.0,10.77,828,2855.14,3342.46,Sempre,16.51,9.3,Não,Sim,Não,Saudável
954,31,Masculino,Solteiro,0,Vila Velha,ES,Desenvolvedor de Software,Superior,4863.54,0.0,94.58,428,139.75,1287.23,Nunca,1.79,2.7,Sim,Não,Não,Em risco
955,59,Feminino,Solteiro,1,São Paulo,SP,Corretor de Imóveis,Médio,6461.71,0.0,41.05,611,941.72,7805.78,Frequentemente,5.65,16.5,Não,Sim,Sim,Em observação
956,54,Masculino,Casado,2,Juazeiro do Norte,CE,Funcionário Público,Superior,10786.6,0.0,45.03,495,5491.87,11010.76,Raramente,6.61,24.4,Não,Não,Sim,Em observação
957,22,Masculino,Solteiro,0,Duque de Caxias,RJ,Empresário,Superior,22606.89,1495.2,46.56,526,13326.32,35353.41,Nunca,3.07,2.7,Sim,Sim,Sim,Em observação
958,42,Masculino,Casado,0,Brasília,DF,Recepcionista,Médio,3383.95,858.04,0.0,818,8685.1,9920.21,Frequentemente,25.86,23.3,Não,Não,Não,Saudável
959,43,Feminino,Solteiro,4,Teresina,PI,Motoboy,Fundamental,3064.21,238.94,20.89,922,3762.87,5501.31,Frequentemente,25.45,20.5,Sim,Não,Não,Saudável
960,44,Feminino,Casado,1,Curitiba,PR,Funcionário Público,Pós-graduação,8568.84,0.0,49.75,586,4781.39,5276.18,Raramente,9.6,15.9,Não,Não,Sim,Em observação
961,46,Feminino,Casado,1,Rio de Janeiro,RJ,Jornalista,Superior,8693.22,1806.93,5.61,849,6962.58,13975.11,Às vezes,13.55,2.5,Não,Sim,Não,Saudável
962,33,Feminino,Casado,3,Feira de Santana,BA,Desenvolvedor de Software,Superior,7564.28,0.0,41.83,605,3028.36,11751.82,Às vezes,9.95,5.7,Não,Não,Não,Em observação
963,46,Feminino,Solteiro,1,Anápolis,GO,Autônomo,Fundamental,9623.45,0.0,0.0,822,19383.67,13531.29,Sempre,25.04,22.6,Não,Não,Sim,Saudável
964,44,Feminino,Casado,4,São Luís,MA,Aposentado,Médio,3641.62,0.0,40.32,540,1033.13,1964.25,Frequentemente,8.28,17.1,Não,Não,Sim,Em observação
965,47,Masculino,Divorciado,2,Fortaleza,CE,Médico,Fundamental,31367.15,7503.22,18.49,909,63742.15,62631.12,Às vezes,19.04,16.3,Não,Sim,Sim,Saudável
966,22,Masculino,Casado,0,Belém,PA,Desenvolvedor de Software,Superior,8222.45,511.39,40.95,666,4305.17,6127.99,Às vezes,4.88,4.0,Sim,Não,Não,Em observação
967,49,Masculino,Casado,4,Niterói,RJ,Gerente Comercial,Superior,12126.96,0.0,45.65,649,5680.75,15840.55,Raramente,7.17,4.7,Sim,Sim,Sim,Em observação
968,30,Masculino,Casado,2,Olinda,PE,Motoboy,Fundamental,3029.84,650.18,19.78,936,7918.26,9079.05,Sempre,30.64,12.0,Não,Não,Sim,Saudável
969,19,Feminino,Solteiro,0,Florianópolis,SC,Contador,Superior,7957.37,599.34,36.24,654,4439.16,12515.59,Às vezes,3.68,0.6,Sim,Sim,Sim,Em observação
970,45,Feminino,Casado,0,Caxias do Sul,RS,Veterinário,Superior,6729.49,0.0,32.26,594,1035.44,9216.44,Às vezes,3.15,11.7,Não,Sim,Sim,Em observação
971,59,Feminino,Divorciado,2,Palmas,TO,Eletricista,Médio,4814.28,0.0,58.0,610,694.11,6085.66,Raramente,2.98,30.2,Sim,Não,Sim,Em observação
972,38,Masculino,Casado,4,Vila Velha,ES,Médico,Pós-graduação,10773.86,0.0,69.13,475,876.83,2302.87,Raramente,1.05,10.4,Sim,Não,Não,Em risco
973,32,Masculino,União Estável,0,São Paulo,SP,Contador,Superior,7238.59,0.0,27.8,526,2737.6,8445.25,Nunca,3.84,12.3,Não,Não,Sim,Em observação
974,20,Feminino,Casado,0,Recife,PE,Técnico em Informática,Médio,4050.72,0.0,25.23,903,5897.58,10950.07,Frequentemente,24.74,0.5,Não,Não,Não,Saudável
975,29,Masculino,Viúvo,1,Guarulhos,SP,Motoboy,Fundamental,3123.38,388.3,0.0,869,7000.91,4504.22,Frequentemente,10.0,4.3,Não,Não,Não,Saudável
976,38,Masculino,Solteiro,2,Belém,PA,Médico,Pós-graduação,28523.69,5249.34,0.0,776,72535.38,66234.79,Frequentemente,24.31,17.2,Não,Sim,Sim,Saudável
977,56,Feminino,Solteiro,2,Belo Horizonte,MG,Cabeleireiro,Médio,2831.28,0.0,25.0,617,284.91,2295.16,Às vezes,4.45,27.2,Não,Não,Não,Em observação
978,37,Masculino,Viúvo,1,Maringá,PR,Corretor de Imóveis,Médio,10603.64,0.0,24.5,830,25123.36,24386.7,Frequentemente,17.03,5.4,Não,Não,Sim,Saudável
979,48,Masculino,Solteiro,1,Guarulhos,SP,Cabeleireiro,Médio,4150.05,0.0,49.81,697,1862.07,2598.4,Às vezes,4.35,20.3,Não,Sim,Sim,Em observação
980,19,Feminino,Divorciado,0,Belo Horizonte,MG,Jornalista,Pós-graduação,5962.78,0.0,33.35,591,1223.27,8195.52,Frequentemente,5.95,1.0,Não,Não,Sim,Em observação
981,30,Feminino,Casado,0,Natal,RN,Advogado,Fundamental,20271.96,0.0,4.64,801,55231.27,34144.96,Sempre,10.0,2.9,Não,Sim,Sim,Saudável
982,45,Feminino,Divorciado,0,Santos,SP,Técnico em Informática,Pós-graduação,3707.24,0.0,90.73,375,724.59,1541.16,Raramente,1.89,17.6,Sim,Não,Sim,Em risco
983,47,Masculino,Solteiro,1,Londrina,PR,Corretor de Imóveis,Médio,8639.61,0.0,17.06,700,11819.1,13177.14,Frequentemente,18.92,27.6,Sim,Sim,Sim,Saudável
984,64,Masculino,Solteiro,0,Uberlândia,MG,Médico,Pós-graduação,34653.79,0.0,16.24,811,32048.37,43410.02,Sempre,19.67,32.3,Não,Não,Sim,Saudável
985,18,Masculino,Casado,1,Fortaleza,CE,Funcionário Público,Pós-graduação,9822.33,0.0,35.54,628,1775.68,7393.35,Raramente,6.93,0.0,Sim,Sim,Sim,Em observação
986,26,Feminino,Casado,3,Pelotas,RS,Motorista,Médio,2970.53,0.0,40.85,580,535.16,2236.78,Às vezes,4.1,4.2,Sim,Não,Não,Em observação
987,53,Feminino,Casado,1,Recife,PE,Aposentado,Médio,3759.11,0.0,34.62,587,2214.94,4734.35,Raramente,5.66,31.2,Não,Não,Sim,Em observação
988,33,Feminino,Casado,3,Natal,RN,Enfermeiro,Superior,5892.7,0.0,46.71,596,2144.7,6866.06,Às vezes,1.0,3.8,Não,Sim,Não,Em observação
989,40,Masculino,Casado,2,Teresina,PI,Pedreiro,Fundamental,2971.54,908.67,7.04,804,2274.91,6806.08,Sempre,13.75,17.0,Não,Não,Não,Saudável
990,70,Masculino,Casado,2,Recife,PE,Recepcionista,Médio,1694.43,0.0,63.6,494,298.21,1302.58,Nunca,1.14,7.4,Sim,Não,Não,Em risco
991,41,Masculino,Casado,4,Londrina,PR,Funcionário Público,Superior,6116.57,0.0,55.0,450,449.72,4586.75,Nunca,1.34,1.3,Sim,Não,Não,Em risco
992,29,Feminino,Casado,4,Belo Horizonte,MG,Jornalista,Superior,6208.09,0.0,28.43,648,922.84,8085.75,Às vezes,12.0,10.8,Não,Não,Não,Em observação
993,26,Feminino,Divorciado,0,São Luís,MA,Recepcionista,Superior,2510.7,0.0,13.35,841,4274.63,4865.22,Às vezes,18.54,2.9,Não,Não,Não,Saudável
994,18,Masculino,Solteiro,0,Vitória,ES,Gerente Comercial,Superior,9740.57,395.94,47.79,632,1952.51,6115.81,Frequentemente,8.88,0.0,Não,Não,Sim,Em observação
995,33,Feminino,Solteiro,1,Anápolis,GO,Advogado,Pós-graduação,12834.29,998.12,40.05,582,6623.34,11625.37,Às vezes,4.71,6.8,Sim,Não,Não,Em observação
996,44,Outro,Casado,1,Feira de Santana,BA,Jornalista,Superior,7730.75,0.0,12.92,1000,19503.13,20815.91,Frequentemente,25.11,17.3,Não,Sim,Sim,Saudável
997,53,Feminino,Casado,0,Juiz de Fora,MG,Farmacêutico,Superior,3340.61,0.0,74.44,411,123.25,2827.48,Nunca,0.48,14.3,Sim,Sim,Não,Em risco
998,18,Masculino,União Estável,0,Porto Alegre,RS,Jornalista,Superior,5879.45,1186.77,8.34,962,10893.93,7275.52,Sempre,32.0,0.0,Não,Não,Não,Saudável
999,31,Masculino,Solteiro,1,Vila Velha,ES,Médico,Pós-graduação,19053.21,0.0,78.04,363,1863.33,15783.33,Nunca,1.09,6.7,Não,Sim,Sim,Em risco
1000,34,Feminino,Casado,0,Teresina,PI,Veterinário,Superior,8256.73,0.0,46.63,642,4389.78,5146.63,Raramente,7.0,7.1,Não,Não,Não,Em observação
